Container_ID,Declaration_Date (YYYY-MM-DD),Declaration_Time,Trade_Regime (Import / Export / Transit),Origin_Country,Destination_Port,Destination_Country,HS_Code,Importer_ID,Exporter_ID,Declared_Value,Declared_Weight,Measured_Weight,Shipping_Line,Dwell_Time_Hours
16155444,2020-01-21,10:01:24,Import,CN,PORT_53,PG,851310,GKLIYC0,KMM5MEM,3473.2,38.0,36.64,LINE_JZQYAK,17.1
65239606,2020-01-21,08:22:46,Import,KR,PORT_20,CR,700490,H8JRSLI,Q9ZG6R5,6777977.3,14351.0,14827.453,LINE_MODE_10,68.6
93420427,2020-01-21,20:59:07,Import,CN,PORT_13,UZ,702000,4WRDOP7,RTYX0YA,2996.0,70.0,73.339,LINE_MODE_40,6.2
51959103,2020-01-21,02:53:03,Import,VN,PORT_40,CL,611030,3ZH4HX3,E44MM7Y,70453.76,759.2,766.564,LINE_MODE_10,53.1
82494980,2020-01-21,04:36:20,Import,CN,PORT_40,PL,300215,ABI8QR3,PF1L1IG,2150.75,0.5,0.566,LINE_MWIDNS,38.5
91310029,2020-01-21,19:57:49,Import,CN,PORT_40,DJ,732490,708A72F,QVZVIED,77000.0,625.0,622.938,LINE_MODE_40,38.5
36006089,2020-01-21,00:25:29,Import,KR,PORT_30,PL,391733,WAVY747,SSQKUI3,4526.2,14.0,13.534,LINE_MODE_10,24.7
75573132,2020-01-21,15:44:12,Import,JP,PORT_40,AT,820890,F26GCXC,YEVMXEV,12.96,0.1,0.102,LINE_MODE_40,54.0
75804584,2020-01-21,12:33:44,Import,CN,PORT_16,HU,71080,Z8DQZDS,9HF6ZKX,31824000.0,120000.0,119304.0,LINE_MODE_10,42.9
50728504,2020-01-21,04:19:04,Import,JP,PORT_40,LV,710813,4U0AB5R,Z8F60BA,139306.2,1.0,1.034,LINE_MODE_10,69.3
80104161,2020-01-21,23:45:21,Import,CN,PORT_20,MN,620463,L58EV4Y,PAO2VWW,7567.0,115.0,118.53,LINE_MODE_40,61.0
62216889,2020-01-21,11:52:09,Import,JP,PORT_30,HN,490290,4515WQY,FQKH1PD,187.32,0.3,0.29,LINE_MODE_10,24.7
96210675,2020-01-21,22:11:15,Import,JP,PORT_16,MG,294190,QKERCRM,INVEAMF,6831.27,0.9,1.098,LINE_MWIDNS,103.5
30294747,2020-01-21,19:24:27,Import,CN,PORT_40,PG,850980,4U0AB5R,NCKUA7X,142915.5,455.0,449.404,LINE_MWIDNS,32.6
41991802,2020-01-21,20:15:22,Import,TH,PORT_40,SI,610510,E808G5S,7TTJVAJ,540.41,1.3,1.346,LINE_MODE_10,69.9
41688728,2020-01-21,14:20:08,Import,CN,PORT_20,HU,420292,WF28BTN,Z394ACB,167.67,6.9,7.053,LINE_77BN4M,61.3
62159459,2020-01-21,23:14:59,Import,CN,PORT_20,PY,847330,206WMTU,3BS6QHC,468.0,6.0,6.19,LINE_MODE_40,61.6
86137954,2020-01-21,14:16:34,Import,JP,PORT_40,CL,871410,R0ARIEL,IOAZGKI,2654.1,27.0,25.898,LINE_MODE_40,13.8
38000557,2020-01-21,08:34:37,Import,JP,PORT_40,ZZ,871410,UNW78D0,6Z6EYFS,2654.1,27.0,27.883,LINE_MODE_40,62.3
28492463,2020-01-21,01:42:23,Import,ID,PORT_40,BR,903149,P1HG15N,RZM2Z77,1162858.32,263.4,271.223,LINE_MODE_40,60.3
39647350,2020-01-21,17:49:10,Import,CN,PORT_10,HN,851762,CGPQL2J,4U9QNHT,1822808.7,67.0,64.4,LINE_MODE_40,15.1
57774382,2020-01-21,00:18:22,Import,CN,PORT_40,NG,950691,17GHJQK,6LV96I6,2203.2,162.0,169.322,LINE_MODE_40,4.5
50895099,2020-01-21,00:55:39,Import,IT,PORT_40,EC,620630,X93RCW4,DWNJQL8,11050.0,50.0,50.585,LINE_MODE_40,48.4
31933678,2020-01-21,23:55:58,Import,JP,PORT_20,GG,470710,WFIE9BA,8MTRQLF,2171208.0,278360.0,277580.592,LINE_MODE_40,38.8
56718886,2020-01-21,01:30:46,Import,CN,PORT_40,ES,901890,I95888G,Q4PQ2DC,113767.2,36.0,35.755,LINE_77BN4M,42.2
60014186,2020-01-21,03:32:26,Import,CN,PORT_40,LR,621149,GG30FTS,4XF3P82,2115.72,16.2,16.9,LINE_MODE_40,69.2
92582783,2020-01-21,12:34:23,Import,CN,PORT_20,WS,392321,1YADV3X,GU7LTCL,319.0,58.0,56.243,LINE_MODE_10,26.7
24364830,2020-01-21,02:00:30,Import,CN,PORT_20,EC,830110,10LV6RH,6QMNYHK,24604.8,1056.0,1078.387,LINE_MODE_40,54.7
48540929,2020-01-21,02:19:29,Import,JP,PORT_40,PY,391530,PRB6JXJ,OQY4ZUC,410476.5,26145.0,27365.972,LINE_MODE_40,5.5
44863180,2020-01-21,12:39:40,Import,CN,PORT_30,FJ,290319,TW9WRDC,VSQVVR1,542844.0,3060.0,3464.654,LINE_MODE_40,38.5
88208693,2020-01-21,15:32:53,Import,JP,PORT_40,EC,830230,TXJI2SL,UAU3QSC,35377.95,311.7,300.697,LINE_MODE_40,17.4
77153645,2020-01-21,19:54:05,Import,CA,PORT_30,PY,870324,CZ7P6YF,Z8UMH9A,15540.8,1766.0,1957.152,LINE_MODE_10,38.8
39367792,2020-01-21,13:21:52,Import,VN,PORT_13,DJ,940350,SGRUJMC,G24QH1N,1508743.6,9412.0,9319.762,LINE_MODE_10,40.2
92454317,2020-01-21,09:17:17,Import,CN,PORT_30,HN,340119,7ZR16FJ,OACSQAD,2830.2,35.6,33.916,LINE_MODE_40,9.5
78945479,2020-01-21,02:01:59,Import,JP,PORT_40,MT,340119,FT7CB7Q,RZXCX7U,119.25,1.5,1.821,LINE_MODE_40,95.4
69686251,2020-01-21,02:33:31,Import,CN,PORT_40,GU,481149,APWFHOC,MSP8WTC,18086.1,1083.0,1121.663,LINE_MODE_40,64.3
98747669,2020-01-21,08:38:29,Import,CN,PORT_40,BR,620892,ZCXPIQT,B1YVIYR,123.9,1.5,1.347,LINE_MODE_10,29.7
79267776,2020-01-21,12:25:36,Import,CN,PORT_20,LV,420231,1SLGVMA,MKP9Y8X,749.22,0.6,0.599,LINE_MODE_10,45.5
74536816,2020-01-21,12:56:16,Import,ID,PORT_40,CA,940169,MAQ8H72,JZLMP6Q,79288.74,1104.3,1080.226,LINE_MODE_40,26.3
19686669,2020-01-21,17:55:09,Import,CN,PORT_40,BG,902730,9LKXYQL,DWNJQL8,37004.0,29.0,28.324,LINE_MODE_40,25.3
18156249,2020-01-21,20:48:09,Import,CN,PORT_20,TH,711719,QP4G3P5,PMV89AS,6.66,3.7,3.651,LINE_MODE_10,37.9
59128371,2020-01-21,03:08:51,Import,CN,PORT_40,HN,950300,3QP5HIS,PF1L1IG,50.28,0.4,0.39,LINE_MODE_10,30.7
16201471,2020-01-21,05:40:31,Import,CN,PORT_40,HN,854370,S35EWF5,3FPEL39,1398.96,120.6,173.211,LINE_MODE_10,164.4
85772959,2020-01-21,23:53:19,Import,IE,PORT_33,WS,761090,LZ0KVJT,WACU665,56414.4,56.0,50.087,LINE_MODE_40,27.5
28526140,2020-01-21,18:35:40,Import,JP,PORT_40,BA,681490,D0ZGRZ5,3WBROKL,435280.0,200.0,203.24,LINE_MODE_40,51.4
81640584,2020-01-21,12:20:24,Import,JP,PORT_33,CL,720421,4YNCU6L,PKBBKM2,1440352.0,94760.0,94210.392,LINE_MODE_10,42.9
24328863,2020-01-21,15:49:03,Import,DE,PORT_40,BG,732490,OU4V4BJ,R5P6P4N,6776.0,55.0,57.68,LINE_MODE_40,103.6
45514713,2020-01-21,10:46:33,Import,CN,PORT_20,AT,901890,WF28BTN,JM7LMVF,113767.2,36.0,34.369,LINE_MODE_40,10.8
59588061,2020-01-21,08:50:21,Import,US,PORT_20,ES,950631,9F9P5F4,V6A1WBG,2984.25,6.9,6.176,LINE_MODE_10,32.7
83412215,2020-01-21,04:23:35,Import,CN,PORT_20,EC,852871,S26UAOR,6V8QPPW,24480.0,20.0,19.074,LINE_MODE_40,10.1
93072286,2020-01-21,11:40:46,Import,CN,PORT_20,FJ,392690,0MPDQ19,Z3RTZCN,2.7,4.5,4.469,LINE_MODE_10,42.2
72177559,2020-01-21,15:23:19,Import,DE,PORT_40,ZZ,820780,FFE73MA,GO1EBDS,92220.3,57.0,55.957,LINE_MODE_40,28.6
61178937,2020-01-21,16:20:57,Import,US,PORT_20,WS,732090,52V8T8F,UFO3ZSU,55.08,0.6,0.626,LINE_MODE_10,74.9
33434400,2020-01-21,07:20:00,Import,CN,PORT_40,NO,540761,NX8CH5D,EEHP26E,535515.0,950.0,936.89,LINE_MODE_40,31.6
39175954,2020-01-21,01:16:34,Import,TH,PORT_20,AT,940169,K53L1PH,4VMRI9B,142164.0,1980.0,1899.216,LINE_MODE_10,19.8
89698372,2020-01-21,06:04:52,Import,CN,PORT_20,LV,940360,ZXDV41Y,7QOBTB2,852.0,120.0,137.405,LINE_MWIDNS,47.6
58769380,2020-01-21,19:29:40,Import,CN,PORT_20,FJ,847290,DKT3YER,ZMQEV2R,9944.0,10.0,9.962,LINE_MODE_40,38.2
24477589,2020-01-21,15:23:49,Import,CN,PORT_20,TT,190590,ZLCO53I,0VJ0SCB,2830.4,16.0,19.165,LINE_MWIDNS,96.3
67530698,2020-01-21,22:39:38,Import,CN,PORT_40,TH,850490,206WMTU,NZYZ967,1445869.6,5992.0,5915.302,LINE_MODE_40,32.2
23161598,2020-01-21,21:54:38,Import,CN,PORT_30,PY,630293,15JTFJE,DZP9PQT,776.23,9.1,9.439,LINE_MODE_40,65.2
68331842,2020-01-21,19:36:02,Import,CN,PORT_16,BA,620463,RQSU576,MWXY7TH,3684.8,56.0,56.851,LINE_MODE_40,50.7
24218554,2020-01-21,14:26:34,Import,CN,PORT_30,NO,610822,G2K2LS5,R3ER73O,23550.0,100.0,95.92,LINE_MODE_10,19.8
57642216,2020-01-21,05:19:36,Import,CN,PORT_20,LV,120799,FGCQZV3,FEJFCKP,44223300.0,59400.0,58105.08,LINE_MODE_10,32.3
40535599,2020-01-21,01:57:19,Import,CA,PORT_40,TH,441700,WIA4XMC,I8O6RFU,5136.0,24.0,23.081,LINE_MODE_10,21.4
95744836,2020-01-21,04:03:16,Import,CN,PORT_40,OM,950300,YXLQQ5B,6V8QPPW,50.28,0.4,0.387,LINE_MODE_40,19.7
75687979,2020-01-21,10:30:19,Import,JP,PORT_40,MG,741999,LRKYSXQ,OZB7KED,11243.31,38.1,37.022,LINE_MODE_40,22.0
48583701,2020-01-21,08:04:21,Import,CN,PORT_40,BG,392490,L06W42D,6TSMI0E,1157.2,1052.0,1010.656,LINE_MODE_10,20.8
98663490,2020-01-21,04:31:30,Import,JP,PORT_20,FJ,392321,QIG4DMJ,PFJQ1N8,76509.4,13910.8,13788.385,LINE_MODE_10,40.9
63346400,2020-01-21,01:33:20,Import,IL,PORT_13,OM,901850,MZV5KF2,9ASBCED,676757.6,127.0,125.247,LINE_MWIDNS,31.6
96017971,2020-01-21,12:55:31,Import,NL,PORT_20,UZ,841370,UH1VJ04,ROKKMM3,8518.8,458.0,411.563,LINE_MODE_10,28.9
62082809,2020-01-21,03:57:29,Import,CN,PORT_40,TT,854442,IS7N8LX,7OSA8BP,18657.6,624.0,628.181,LINE_MODE_10,51.1
13248234,2020-01-21,04:27:54,Import,JP,PORT_40,MN,852910,BDOEETI,4YJMNDP,7066.94,45.8,46.679,LINE_MODE_40,53.4
29991304,2020-01-21,19:59:04,Import,CN,PORT_20,NO,851590,1BK1NNQ,0ZYZNX7,21483.9,109.0,115.095,LINE_MWIDNS,108.2
28203323,2020-01-21,13:23:23,Import,JP,PORT_40,CL,710813,708A72F,626DNVO,139306.2,1.0,1.0,LINE_MODE_40,40.5
72650316,2020-01-21,02:14:36,Import,CN,PORT_20,CL,851310,RC2RQ6O,UTN8U68,1881.6,147.0,151.145,LINE_MODE_10,65.3
25931821,2020-01-21,14:33:01,Import,JP,PORT_40,BA,840690,E7W2IOD,DWNJQL8,387571.5,135.0,135.094,LINE_MODE_40,41.2
18921958,2020-01-21,17:33:58,Import,CN,PORT_40,SI,292151,AAZ42G3,PF1L1IG,9190000.0,20000.0,19144.0,LINE_MODE_10,18.4
66469440,2020-01-21,15:44:00,Import,CN,PORT_40,KR,846722,LL4FMG0,26W89DR,444317.9,431.0,416.432,LINE_MODE_10,24.4
35019678,2020-01-21,14:29:18,Import,CN,PORT_40,IR,841583,WN13EXN,US876ZT,121090.0,100.0,113.544,LINE_MODE_10,45.3
24809437,2020-01-21,16:22:37,Import,US,PORT_40,LV,902519,E808G5S,J6CQGJD,48204.0,103.0,102.248,LINE_MODE_40,35.9
93620368,2020-01-21,21:07:28,Import,JP,PORT_40,ES,760200,T7RKBQ8,XUR1GYY,845642.0,86290.0,86479.838,LINE_MODE_10,48.1
54543584,2020-01-21,02:43:44,Import,ID,PORT_40,SV,940169,N87E9Y4,6IXXK1F,79288.74,1104.3,1097.895,LINE_MODE_40,36.9
34075520,2020-01-21,06:45:20,Import,JP,PORT_40,EC,741999,XRO3X05,PF1L1IG,11243.31,38.1,39.098,LINE_MODE_40,58.0
59506809,2020-01-21,03:04:09,Import,CN,PORT_20,NG,391910,DNR2VH4,UPMTAEY,27225.0,2178.0,2192.593,LINE_MODE_10,51.1
24754808,2020-01-21,22:28:08,Import,VN,PORT_40,IL,570220,XVNJPA5,CWISBRH,2005355.0,11110.0,10912.242,LINE_MODE_40,28.9
21469042,2020-01-21,15:29:22,Import,CN,PORT_20,DJ,392330,40EARXQ,V7U393R,353.5,35.0,35.532,LINE_MODE_10,56.7
55268026,2020-01-21,02:29:46,Import,TW,PORT_40,KR,210690,708A72F,OZB7KED,97400.0,400.0,409.28,LINE_MODE_40,56.0
93001872,2020-01-21,13:03:12,Import,KR,PORT_40,CL,852190,F26GCXC,7JUUMOF,6142.44,6.8,6.461,LINE_MODE_10,13.8
27949135,2020-01-21,19:18:55,Import,FR,PORT_40,ZZ,291590,7JV4WMX,DWNJQL8,89.28,0.2,0.199,LINE_MODE_40,36.5
86673864,2020-01-21,02:28:24,Import,TW,PORT_40,TT,851762,GT0QGGK,Z64QME2,14170.5,15.0,13.705,LINE_MODE_40,7.6
97450388,2020-01-21,11:41:08,Import,CN,PORT_20,OM,844331,EM6MLTH,7PN0VA5,3714075.52,3798.4,3768.772,LINE_MODE_10,41.5
81749997,2020-01-21,14:31:57,Import,CN,PORT_40,RS,961610,M5KYBBQ,818J1DT,676.0,40.0,47.402,LINE_MODE_40,51.1
67612527,2020-01-21,05:27:27,Import,CN,PORT_20,TH,850431,4UL0PCZ,VO2Q9ZS,49508.82,150.3,170.897,LINE_MODE_10,45.7
67226696,2020-01-21,09:00:56,Import,JP,PORT_40,SI,900490,YG3LDQ3,3BTA0QN,6638.6,2.0,2.076,LINE_MWIDNS,65.9
10932996,2020-01-21,18:32:36,Import,CN,PORT_20,RS,711790,OQGTRGJ,E0D95P8,1755.36,84.8,83.799,LINE_MODE_10,38.9
30466420,2020-01-21,21:33:40,Import,MX,PORT_40,HN,721210,FWVNMKK,PDBU3OC,2719280.0,1900.0,1706.694,LINE_MODE_40,23.3
31393068,2020-01-21,17:05:48,Import,TN,PORT_40,TH,620432,ZT2L93S,6T0AJ3G,9971.2,19.0,18.092,LINE_MODE_10,15.1
10488916,2020-01-21,09:51:16,Import,FI,PORT_40,NG,382200,DKL7ZQW,PF1L1IG,1787.11,1.3,1.337,LINE_MODE_40,59.3
81925179,2020-01-21,20:23:39,Import,JP,PORT_40,RS,853890,IEKR5A0,RBZ6S5Z,52.0,2.6,2.344,LINE_MODE_40,17.7
40440491,2020-01-21,17:24:11,Import,JP,PORT_20,SI,390421,IQQN0GO,7H4FQBD,837060.0,1400.0,1672.496,LINE_MODE_10,95.3
33992577,2020-01-21,08:34:57,Import,CN,PORT_40,DJ,540793,F14KQVJ,7OSA8BP,641502.4,308.0,374.848,LINE_MODE_40,96.4
25817032,2020-01-21,17:15:52,Import,JP,PORT_40,OM,901190,MWG9TW3,18ZMSJ0,29555.64,7.6,7.374,LINE_MODE_40,21.0
78371738,2020-01-21,10:03:38,Import,VN,PORT_40,MG,130219,M8HVM2S,HH0DF21,18862624.0,209120.0,202260.864,LINE_MODE_40,19.0
78476882,2020-01-21,21:40:02,Import,CN,PORT_40,FJ,940169,VYITPVL,5PDPMM1,240644.88,3351.6,3335.512,LINE_MODE_40,37.5
78709045,2020-01-21,01:17:25,Import,CN,PORT_20,PL,940360,66KN9IB,Z1P6DVU,14164.5,1995.0,1972.456,LINE_MODE_10,39.2
16835429,2020-01-21,07:14:29,Import,CN,PORT_40,BA,120799,2FG9AHR,ELH17S6,73705500.0,99000.0,98673.3,LINE_MODE_10,44.5
36763238,2020-01-21,16:08:38,Import,CN,PORT_40,JP,380690,DMMWDSG,MQBJCF1,8939160.0,10800.0,10985.76,LINE_MODE_40,52.0
21983143,2020-01-21,22:53:43,Import,KR,PORT_30,ZZ,300290,H8LF25A,249LO7A,73840.0,2.0,1.979,LINE_MODE_40,33.9
85071541,2020-01-21,02:15:01,Import,ID,PORT_40,KR,850440,XD4W8A1,RMCH0MJ,13565.82,31.1,32.366,LINE_MODE_40,67.6
70516626,2020-01-21,11:33:06,Import,CN,PORT_40,SI,340590,V8WCW2P,F1MQML8,3146000.0,20000.0,20464.0,LINE_MODE_40,56.0
40546369,2020-01-21,02:56:49,Import,CN,PORT_40,PY,391810,ZF54TQ9,TDFBGYW,125268.0,1320.0,1355.244,LINE_MODE_40,58.3
58147038,2020-01-21,22:45:18,Import,CN,PORT_40,AT,854442,XRO3X05,6T0AJ3G,18657.6,624.0,634.733,LINE_MODE_40,52.0
12514475,2020-01-21,10:34:35,Import,PT,PORT_40,HU,611090,FG0317I,4YJMNDP,26.6,7.0,8.542,LINE_MODE_40,97.5
61928486,2020-01-21,19:17:26,Import,CN,PORT_40,TH,901420,TFN07BN,1HI0MZG,75255.72,0.4,0.397,LINE_MODE_10,42.2
42352936,2020-01-21,08:58:16,Import,CN,PORT_20,PG,392690,I9PSCOW,O69HJZK,16.8,28.0,28.51,LINE_MODE_10,58.7
87016651,2020-01-21,16:33:31,Import,CN,PORT_40,DJ,940320,M38J478,KYXZBS0,1615.0,190.0,196.783,LINE_MODE_40,64.3
25519725,2020-01-21,23:48:45,Import,JP,PORT_40,WS,844399,PK7LJDB,4GGOROE,106.4,1.6,1.631,LINE_MODE_40,4.4
22428623,2020-01-21,21:18:23,Import,CN,PORT_40,ZZ,950300,E808G5S,4YJMNDP,39.5,5.0,5.084,LINE_MODE_40,4.9
25821246,2020-01-21,08:10:06,Import,PH,PORT_40,OM,853939,GJ488TA,9UP4MN8,23315.2,32.0,32.422,LINE_MODE_40,49.4
56917185,2020-01-21,13:19:45,Import,CN,PORT_20,MN,830250,ONS92NZ,0TF07SA,253.4,2.0,2.037,LINE_MODE_10,59.0
60669120,2020-01-21,12:32:00,Import,CN,PORT_40,FJ,392690,ZRH94T1,DWNJQL8,81.6,136.0,139.563,LINE_MWIDNS,58.0
20760750,2020-01-21,00:52:30,Import,BR,PORT_20,CR,170114,S3IAV84,I3I7FJV,3650400.0,24000.0,23068.8,LINE_MODE_10,21.1
16318536,2020-01-21,22:31:36,Import,CN,PORT_40,LB,940320,XAI29G0,DN7LBUR,48246.0,5676.0,5779.303,LINE_MODE_40,52.7
96760348,2020-01-21,09:20:28,Import,KR,PORT_40,LV,700490,WUAHQ3R,FWI4OC7,6777977.3,14351.0,14526.082,LINE_MODE_40,48.7
60698466,2020-01-21,04:17:06,Import,CN,PORT_30,CL,950300,JRV6D7O,8G4FXWJ,53244.0,580.0,669.691,LINE_MODE_10,49.8
59152963,2020-01-22,15:50:43,Import,JP,PORT_20,HU,820890,KUF3XKP,MBR5GR3,12.96,0.1,0.098,LINE_MWIDNS,27.3
24395534,2020-01-22,14:16:14,Import,CN,PORT_40,PG,850790,9DB8C35,24ZI9DJ,21.6,4.0,3.877,LINE_MODE_40,20.4
35031752,2020-01-22,03:34:32,Import,JP,PORT_40,PL,940560,5RYZMVO,KMOT1OW,122535.49,278.3,281.139,LINE_MODE_10,53.4
32921613,2020-01-22,20:41:33,Import,CN,PORT_16,PL,30192,BVL00W9,JWNIX8Z,4585262.5,1015.0,1019.77,LINE_MODE_40,43.8
35783101,2020-01-22,07:01:01,Import,JP,PORT_40,CR,740400,BR3EGVG,XFMCSSG,594041.5,100685.0,96728.08,LINE_MODE_10,20.8
92053518,2020-01-22,01:13:18,Import,AU,PORT_20,GU,20220,EC6SU3L,7JUUMOF,5712073.02,22748.2,22229.541,LINE_MODE_10,31.6
81816052,2020-01-22,16:32:52,Import,GB,PORT_30,ZZ,845210,V0UTN69,4WE63WT,9141.0,15.0,14.403,LINE_MODE_10,20.4
10235916,2020-01-22,08:54:36,Import,CN,PORT_30,MG,840290,WWU7AH2,E6PSKLI,48737.04,13.2,13.811,LINE_MODE_10,108.1
47972748,2020-01-22,06:33:48,Import,KR,PORT_20,HU,621139,ZIBT97X,G9G9F13,702.24,1.2,1.215,LINE_MODE_10,54.7
36355342,2020-01-22,18:34:22,Import,CN,PORT_40,UZ,420292,NQIEEVN,626DNVO,476.0,8.0,7.248,LINE_MODE_40,13.9
56236968,2020-01-22,02:10:48,Import,CN,PORT_40,MN,690100,O28P04K,OJW8KTO,1518000.0,33000.0,33072.6,LINE_MODE_40,42.1
56778414,2020-01-22,04:10:54,Import,CN,PORT_13,CL,850980,B8LHHML,P1ELKS2,24131584.0,10240.0,10539.008,LINE_MODE_10,66.0
32940508,2020-01-22,09:36:28,Import,AU,PORT_20,CA,320611,Z4QTM2O,3EVLVZQ,9952000.0,20000.0,20644.0,LINE_MODE_10,67.9
47315886,2020-01-22,10:54:06,Import,CN,PORT_30,SV,120190,T8KETNK,9AYKJ8A,8580000.0,20000.0,19864.0,LINE_MODE_10,42.2
16853561,2020-01-22,11:28:41,Import,US,PORT_40,NG,853641,6DORISF,I36GLPE,62.5,5.0,5.252,LINE_MODE_40,104.6
81475072,2020-01-22,13:49:52,Import,CN,PORT_40,IR,660191,PYQNYT2,XF34IOQ,5346.0,36.0,34.207,LINE_MODE_10,13.8
93192578,2020-01-22,22:57:38,Import,CN,PORT_20,TT,640299,FNR1S1J,I52ZZ8A,21999.2,214.0,230.418,LINE_MODE_10,9.5
30055977,2020-01-22,19:04:57,Import,CN,PORT_39,IL,420229,6LF3VMG,23QQBAY,28.0,0.7,0.716,LINE_VZIZJJ,55.7
97991515,2020-01-22,15:31:55,Import,CN,PORT_13,SV,950300,BETKXUO,0975AHI,71890.0,9100.0,10521.784,LINE_MODE_10,50.2
52340615,2020-01-22,13:23:35,Import,JP,PORT_40,BA,853400,G1IVA7H,S06HH0V,12986.05,7.7,7.343,LINE_MODE_40,10.1
58111223,2020-01-22,05:08:23,Import,CN,PORT_30,AM,710490,ODR1EX6,TTTTEQ0,864832.5,285.0,299.165,LINE_MODE_10,13.5
74919909,2020-01-22,16:29:09,Import,CN,PORT_40,MN,960329,3UMKF0O,OZB7KED,792.5,25.0,23.918,LINE_MODE_40,12.1
69169692,2020-01-22,05:00:12,Import,BR,PORT_40,GU,732599,WI0ONFF,WQG5VEC,3647.28,16.7,17.371,LINE_MODE_10,73.2
27565806,2020-01-22,12:46:06,Import,CN,PORT_16,TT,732393,VM2A9UU,54ZAFBM,45860.78,7396.9,7642.477,LINE_MODE_40,62.6
80776977,2020-01-22,12:14:57,Import,US,PORT_30,TH,760200,6NOJ404,3EVLVZQ,145912.2,14889.0,15226.98,LINE_MODE_40,55.7
43720879,2020-01-22,22:45:19,Import,CN,PORT_13,SD,620453,64HKIRW,E44MM7Y,2280.0,57.0,58.237,LINE_MODE_10,61.0
60905958,2020-01-22,13:07:18,Import,JP,PORT_20,SD,330420,W80V4U8,94LQC6C,155.16,0.9,0.861,LINE_MODE_40,12.4
85064424,2020-01-22,19:24:24,Import,CN,PORT_20,BR,841459,0JLOYOX,CEZLAIB,83618.45,1304.5,1270.844,LINE_MODE_10,29.7
38132083,2020-01-22,00:42:43,Import,CN,PORT_40,SD,250610,OZHHY65,K2BB1PM,3888000.0,40000.0,40788.0,LINE_MODE_50,55.7
36365333,2020-01-22,06:36:53,Import,RU,PORT_20,BR,30389,8WDU0JH,E3Q8ABV,302838.4,1616.0,1688.235,LINE_MODE_40,4.2
77594164,2020-01-22,23:00:04,Import,CN,PORT_20,SV,71080,3JX3TNX,0I2KJE0,31824000.0,120000.0,120504.0,LINE_MODE_10,49.5
33011641,2020-01-22,17:10:01,Import,CN,PORT_20,GN,830610,UFO56SB,37ZL1DV,928.41,2.1,2.08,LINE_MODE_10,40.6
98653640,2020-01-22,09:07:20,Import,CN,PORT_20,AT,392690,LMOLWPU,WS5H41R,108.0,180.0,162.947,LINE_MODE_10,20.5
17369678,2020-01-22,05:02:38,Import,US,PORT_20,PG,847170,NW3CQNX,GGEFVY8,295780.0,100.0,113.544,LINE_MODE_10,45.3
40144803,2020-01-22,21:08:03,Import,CN,PORT_40,UZ,940180,OP2BFVQ,8J2DQ1N,429.6,358.0,325.712,LINE_MODE_10,16.7
38765394,2020-01-22,12:33:54,Import,US,PORT_40,AM,847989,YQWF74A,AFNN8YU,231.0,110.0,117.031,LINE_W6UCD9,113.3
12421196,2020-01-22,13:15:56,Import,US,PORT_40,JP,760900,IRE7I1J,6BM86QF,7074.44,9.4,10.402,LINE_MWIDNS,32.4
75755529,2020-01-22,12:36:09,Import,IT,PORT_13,GU,420292,2XRY6WD,46HQ7FJ,1.8,3.0,3.228,LINE_MODE_10,9.2
76193034,2020-01-22,09:07:54,Import,KR,PORT_12,JP,850140,2VI5U77,V7TLBLS,69084.0,404.0,411.757,LINE_W6UCD9,53.4
77601193,2020-01-22,06:21:13,Import,VN,PORT_20,PL,854390,OK9J1G0,EUFUO35,0.0,0.0,0.001,LINE_MODE_10,56.4
18106576,2020-01-22,17:52:16,Import,CN,PORT_16,UG,381600,M2LGWSW,47SGJPL,8710000.0,50000.0,49910.0,LINE_W6UCD9,39.5
81352658,2020-01-22,06:05:38,Import,IT,PORT_40,NG,611090,N87E9Y4,XHF5BSI,19.0,5.0,5.837,LINE_MODE_40,46.9
23583425,2020-01-22,15:17:05,Import,CN,PORT_20,LR,200190,JETRM5Z,ORI2QZE,1946250.0,4500.0,4494.15,LINE_MODE_50,41.8
62287631,2020-01-22,02:03:11,Import,CN,PORT_110,MG,950590,MGYP8DU,XGI0V6N,48425.0,1490.0,1558.093,LINE_H35Z1A,10.9
15512671,2020-01-22,22:20:31,Import,US,PORT_40,AM,901580,4RUS242,F463TSU,1110.11,3.1,3.18,LINE_MWIDNS,57.7
82492073,2020-01-22,23:35:53,Import,CN,PORT_20,HU,854470,M467DKV,Q05V629,3980.5,95.0,92.596,LINE_MODE_10,30.0
92565523,2020-01-22,01:06:43,Import,CN,PORT_10,GN,621790,X6EJ1U7,DG48F57,11.2,2.0,1.999,LINE_MODE_10,46.5
38076919,2020-01-22,22:59:19,Import,CN,PORT_16,LR,950450,APXJ2Q8,FHK1QUM,1614830.0,1610.0,2111.418,LINE_MODE_10,125.5
43763183,2020-01-22,11:34:23,Import,TW,PORT_20,SV,741021,KH39Z8W,9TG9HU1,232919.98,296.6,287.613,LINE_MODE_10,26.7
66240293,2020-01-22,01:12:53,Import,CN,PORT_16,KR,841459,K3L49JY,3JQUSXK,10448.3,163.0,147.729,LINE_MODE_40,13.6
36977462,2020-01-22,10:03:02,Import,CN,PORT_30,WS,420212,9KQBFDU,BOZ2T8T,6080.9,49.0,49.255,LINE_MODE_10,50.1
76882173,2020-01-22,07:57:33,Import,CN,PORT_16,BG,901910,MAQNS5R,GUM89J7,35360.0,6800.0,6967.96,LINE_MODE_10,63.0
